date,Volume,Open,High,Low,Close
2013-04-01,4434605,53.1,53.1,52.0,52.1
2013-04-02,3574786,52.3,52.5,51.9,52.1
2013-04-03,3907452,52.5,52.8,52.0,52.8
2013-04-08,4838226,52.0,52.3,50.9,51.0
2013-04-09,3491917,51.0,51.5,50.8,51.1
2013-04-10,3111595,51.1,51.1,50.7,50.9
2013-04-11,2701349,50.9,51.4,50.9,51.1
2013-04-12,5040774,51.3,51.3,49.8,50.0
2013-04-15,5438393,50.0,50.4,48.9,49.7
2013-04-16,4427193,49.1,51.3,49.05,51.3
2013-04-17,3647061,51.0,51.1,50.5,51.0
2013-04-18,3644010,51.0,51.4,50.1,50.6
2013-04-19,2268966,50.7,51.1,50.5,50.9
2013-04-22,2990165,51.2,51.4,50.4,50.5
2013-04-23,2024227,50.2,51.2,50.2,51.2
2013-04-24,1147988,51.5,51.5,51.0,51.2
2013-04-25,1724344,51.2,51.4,50.7,51.0
2013-04-26,2167272,51.0,51.4,50.4,50.4
2013-04-29,1416165,50.5,51.1,50.4,51.0
2013-04-30,2755412,51.0,51.5,50.5,50.6
2013-05-02,1603748,50.6,50.8,50.4,50.8
2013-05-03,2500715,51.0,51.4,50.6,50.7
2013-05-06,1816134,51.1,51.3,50.9,51.1
2013-05-07,1436333,51.2,51.4,50.9,51.3
2013-05-08,2288968,51.0,51.8,51.0,51.6
2013-05-09,4370909,51.8,52.8,51.8,52.0
2013-05-10,2158892,52.0,52.5,51.7,52.0
2013-05-13,4803843,53.0,53.3,52.2,52.2
2013-05-14,1928093,52.5,52.5,51.4,51.7
2013-05-15,1468345,52.2,52.3,51.5,51.8
2013-05-16,2141685,52.0,52.7,52.0,52.1
2013-05-17,1981379,52.0,52.4,51.8,51.8
2013-05-20,1869040,51.8,52.0,51.2,51.3
2013-05-21,1610640,51.2,52.0,51.1,51.9
2013-05-22,2412443,51.9,52.2,51.5,51.5
2013-05-23,2136430,51.5,52.1,51.1,51.1
2013-05-24,2489999,51.5,51.5,50.5,51.0
2013-05-27,1890733,51.0,51.0,50.4,50.7
2013-05-28,1200845,50.7,51.1,50.5,50.6
2013-05-29,2149368,51.1,51.5,50.9,51.1
2013-05-30,3458489,51.1,51.1,50.6,50.8
2013-05-31,6673296,51.2,51.3,50.0,50.0
2013-06-03,3511745,49.9,50.5,49.65,50.3
2013-06-04,1595158,50.5,50.6,50.1,50.6
2013-06-05,1753632,50.2,50.4,50.0,50.1
2013-06-06,2556940,49.95,50.3,49.6,50.3
2013-06-07,3972461,50.0,50.3,49.7,49.85
2013-06-10,1890971,49.9,50.1,49.5,49.55
2013-06-11,3628548,49.8,49.8,49.0,49.2
2013-06-13,6572924,49.0,49.0,47.8,48.3
2013-06-14,3463000,48.4,48.7,48.0,48.3
2013-06-17,2202281,48.7,48.7,48.0,48.4
2013-06-18,2394376,48.4,48.7,48.1,48.5
2013-06-19,2945089,48.8,48.85,48.2,48.5
2013-06-20,2345793,48.0,48.35,47.75,48.0
2013-06-21,5636403,47.2,47.35,45.7,47.35
2013-06-24,2910603,47.0,47.15,46.7,46.95
2013-06-25,5095202,46.8,46.9,44.8,44.8
2013-06-26,3601298,46.0,46.0,45.05,45.3
2013-06-27,3662232,45.95,47.1,45.75,47.1
2013-06-28,4138383,47.1,48.1,46.45,48.0
2013-07-01,1942456,47.55,49.1,47.4,49.0
2013-07-02,2643698,49.0,49.15,47.5,47.85
2013-07-03,2083799,48.0,48.25,47.45,47.75
2013-07-04,1606132,47.9,48.1,47.35,47.5
2013-07-05,2276831,47.5,48.5,47.5,48.4
2013-07-08,1671780,48.4,48.65,47.0,47.3
2013-07-09,1491725,47.3,48.0,47.3,47.9
2013-07-10,2729988,48.0,48.9,47.9,48.75
2013-07-11,3304401,49.0,49.8,48.95,49.7
2013-07-12,2618000,49.9,50.1,49.2,50.0
2013-07-15,1204272,49.3,50.1,49.3,50.0
2013-07-16,1886386,50.0,50.2,49.5,50.0
2013-07-17,2718177,49.9,50.3,49.05,49.1
2013-07-18,3127071,49.1,49.95,49.05,49.95
2013-07-19,1985368,50.2,50.5,49.5,49.65
2013-07-22,1679200,50.2,50.5,50.0,50.0
2013-07-23,1897368,50.5,50.7,50.3,50.6
2013-07-24,2144322,50.6,50.6,49.25,49.5
2013-07-25,905533,49.85,49.95,49.4,49.9
2013-07-26,1520435,50.0,50.2,49.8,50.2
2013-07-29,801193,50.3,50.3,49.2,49.3
2013-07-30,1409042,49.9,49.9,49.3,49.65
2013-07-31,2726516,49.65,49.65,48.4,48.4
2013-08-01,1903077,47.8,48.7,47.8,48.0
2013-08-02,1798243,48.7,48.7,47.6,47.7
2013-08-05,1699758,47.6,48.3,47.6,48.2
2013-08-06,1786947,48.15,48.2,47.8,47.8
2013-08-07,2293013,47.5,47.6,47.2,47.5
2013-08-08,2013139,47.4,47.5,47.0,47.05
2013-08-09,1873644,47.35,47.4,46.7,46.75
2013-08-12,1064876,46.9,47.15,46.8,47.15
2013-08-13,1225038,47.4,47.5,47.0,47.3
2013-08-14,1363149,47.3,47.3,47.0,47.05
2013-08-15,1546504,47.0,47.05,46.8,46.85
2013-08-16,1632377,46.75,47.5,46.7,46.85
2013-08-19,939355,46.85,47.25,46.7,47.0
2013-08-20,1199330,46.75,47.2,46.75,46.8
2013-08-22,3472545,46.6,46.6,45.9,45.9
2013-08-23,1310623,46.0,46.65,45.9,46.4
2013-08-26,1614835,46.2,46.7,46.0,46.7
2013-08-27,1108099,46.5,46.7,46.2,46.35
2013-08-28,1793242,46.0,46.2,46.0,46.0
2013-08-29,4113510,46.6,48.8,46.35,48.45
2013-08-30,5658296,48.9,50.0,48.7,49.3
2013-09-02,2520441,49.3,49.75,49.1,49.3
2013-09-03,2625418,49.75,49.85,48.4,48.65
2013-09-04,2391322,48.6,49.0,48.25,48.65
2013-09-05,2514486,48.8,49.4,48.8,49.4
2013-09-06,1737309,49.7,49.7,49.1,49.3
2013-09-09,2075285,49.3,49.6,48.8,49.5
2013-09-10,1648319,49.5,49.7,49.05,49.3
2013-09-11,3402685,49.5,49.6,48.85,49.0
2013-09-12,8303312,49.35,50.7,49.0,50.7
2013-09-13,2821243,50.9,51.3,49.8,50.0
2013-09-14,653644,50.0,50.2,49.85,49.95
2013-09-16,2750592,50.3,50.6,49.75,49.95
2013-09-17,2467691,50.0,50.0,49.45,50.0
2013-09-18,1999628,50.0,50.0,49.65,49.65
2013-09-23,4536793,49.65,50.7,49.65,50.6
2013-09-24,3088610,50.4,50.6,49.8,50.0
2013-09-25,2588125,49.95,50.0,49.4,49.9
2013-09-26,2248124,50.0,50.0,48.95,49.0
2013-09-27,2135967,49.0,49.4,48.7,48.8
2013-09-30,3135166,49.2,49.8,48.7,49.5
2013-10-01,2183893,49.2,49.7,48.9,49.7
2013-10-02,1883907,49.7,50.0,49.5,49.5
2013-10-03,7706287,50.1,51.3,50.0,50.8
2013-10-04,3911678,50.8,51.3,50.4,50.8
2013-10-07,9572248,50.8,52.2,50.8,51.5
2013-10-08,3533455,51.5,51.8,50.9,51.3
2013-10-09,2968198,51.0,51.3,50.5,50.5
2013-10-11,3377697,50.9,51.7,50.8,50.8
2013-10-14,3123803,51.1,51.7,50.9,50.9
2013-10-15,8785424,51.0,52.7,51.0,52.1
2013-10-16,3248795,52.3,52.3,51.7,51.9
2013-10-17,3853434,52.1,52.6,51.6,51.6
2013-10-18,2212142,51.7,52.0,51.5,51.6
2013-10-21,6421102,51.8,52.8,51.7,52.3
2013-10-22,3012901,52.1,52.2,51.5,51.8
2013-10-23,2817840,52.0,52.1,50.8,51.1
2013-10-24,1729252,51.0,51.7,51.0,51.7
2013-10-25,2044680,51.1,52.1,51.1,52.1
2013-10-28,2097689,52.2,52.3,51.8,52.1
2013-10-29,2874548,52.1,52.7,52.0,52.3
2013-10-30,3855715,52.5,53.0,52.1,52.2
2013-10-31,1765085,52.2,52.4,51.5,51.9
2013-11-01,992502,51.9,52.0,51.4,51.6
2013-11-04,1306141,51.6,52.0,51.5,51.6
2013-11-05,3135402,51.3,51.6,50.0,50.0
2013-11-06,1200591,50.4,50.5,49.8,50.1
2013-11-07,1276655,50.2,50.4,50.0,50.2
2013-11-08,3154198,50.0,50.0,48.9,49.1
2013-11-11,1246310,49.2,49.7,49.0,49.35
2013-11-12,2200858,50.0,50.4,49.7,50.0
2013-11-13,1581642,50.4,50.4,49.4,49.6
2013-11-14,1033107,49.6,50.1,49.55,49.7
2013-11-15,2961822,49.85,50.1,49.25,49.4
2013-11-18,2103570,49.5,50.1,49.1,49.1
2013-11-19,1647499,49.2,49.65,49.2,49.5
2013-11-20,1556569,49.5,49.7,49.4,49.5
2013-11-21,4491511,49.5,49.5,48.0,48.0
2013-11-22,2178044,48.0,48.45,48.0,48.45
2013-11-25,2213932,48.45,48.9,48.4,48.45
2013-11-26,3860467,48.45,48.65,48.1,48.1
2013-11-27,4391500,48.1,48.5,48.0,48.05
2013-11-28,5728838,48.4,49.25,48.4,48.5
2013-11-29,3022075,48.5,48.95,48.5,48.7
2013-12-02,3416668,48.9,49.65,48.9,49.5
2013-12-03,3409984,49.65,49.85,49.5,49.55
2013-12-04,2542777,49.55,49.8,49.3,49.3
2013-12-05,2233638,49.2,49.55,49.2,49.3
2013-12-06,2679270,49.4,49.7,49.4,49.5
2013-12-09,3896982,49.6,50.3,49.5,49.5
2013-12-10,2084077,49.8,50.2,49.65,49.7
2013-12-11,4840493,49.75,50.8,49.75,50.1
2013-12-12,3323239,49.9,50.1,49.5,49.8
2013-12-13,2399150,49.6,50.3,49.6,50.0
2013-12-16,2241951,50.1,50.3,49.55,49.9
2013-12-17,1904869,49.6,50.1,49.6,50.0
2013-12-18,2214706,50.0,50.2,49.7,50.0
2013-12-19,2498945,50.5,50.5,50.0,50.1
2013-12-20,11651557,50.5,52.1,50.3,51.9
2013-12-23,15189719,52.5,53.7,52.0,53.0
2013-12-24,9933029,53.2,53.5,52.3,52.6
2013-12-25,6689760,53.6,53.7,52.9,53.0
2013-12-26,7147308,53.5,53.8,52.8,53.5
2013-12-27,6160331,53.5,53.6,52.9,53.2
2013-12-30,11318762,53.7,54.2,53.4,53.6
2013-12-31,10709275,54.3,54.8,53.8,54.0
2014-01-02,11746202,54.1,55.5,54.1,55.0
2014-01-03,12790056,55.0,56.3,54.4,56.0
2014-01-06,12034536,55.8,55.9,54.0,54.5
2014-01-07,7710670,54.4,54.8,53.5,53.8
2014-01-08,5030277,53.8,54.3,53.4,53.8
2014-01-09,7781999,53.5,53.6,52.7,52.7
2014-01-10,4321731,52.8,53.5,52.8,53.2
2014-01-13,7201527,53.6,55.0,53.6,54.4
2014-01-14,4087522,54.4,54.7,53.4,53.4
2014-01-15,3388013,54.0,54.3,53.4,53.6
2014-01-16,3026239,54.0,54.2,53.2,53.2
2014-01-17,2315497,53.2,53.6,52.8,52.8
2014-01-20,2535793,52.8,54.1,52.8,53.5
2014-01-21,2188795,54.0,54.1,53.0,53.0
2014-01-22,3216860,53.1,53.6,52.9,52.9
2014-01-23,2318422,53.0,53.7,52.9,53.0
2014-01-24,2445092,53.0,53.4,52.8,53.2
2014-01-27,3232010,52.8,52.8,52.0,52.1
2014-02-05,5978284,51.0,51.4,49.95,50.3
2014-02-06,4048950,50.5,51.0,50.4,50.5
2014-02-07,4023411,51.1,51.9,50.9,51.6
2014-02-10,2200044,52.0,52.1,51.6,51.6
2014-02-11,2846369,51.9,52.7,51.7,52.7
2014-02-12,6429930,53.5,54.0,52.9,53.5
2014-02-13,2452482,53.5,53.8,52.8,52.9
2014-02-14,2836483,53.2,53.5,52.1,52.4
2014-02-17,3617355,52.5,52.7,51.4,51.4
2014-02-18,2969316,51.4,52.2,51.3,51.9
2014-02-19,2375842,51.9,52.2,51.7,52.0
2014-02-20,2299766,52.0,52.2,51.4,51.5
2014-02-21,3784694,51.9,52.1,51.4,51.6
2014-02-24,1453804,51.7,52.0,51.3,51.5
2014-02-25,2374351,52.0,52.0,51.3,51.5
2014-02-26,4125029,51.9,52.0,51.6,51.9
2014-02-27,3622485,52.0,52.8,51.7,51.7
2014-03-03,2464547,51.7,51.7,51.0,51.3
2014-03-04,2213782,51.1,51.7,50.8,51.0
2014-03-05,2631085,51.7,51.8,51.1,51.5
2014-03-06,1650355,52.0,52.0,51.5,51.9
2014-03-07,3310320,51.9,52.7,51.5,51.5
2014-03-10,985944,51.5,51.8,51.2,51.3
2014-03-11,1373471,51.4,51.8,51.4,51.4
2014-03-12,2635658,51.7,51.7,50.8,51.0
2014-03-13,2080411,51.4,51.5,51.0,51.0
2014-03-14,2383952,51.0,51.0,50.4,50.5
2014-03-17,5277407,50.4,50.7,49.9,50.7
2014-03-18,1899258,50.9,51.0,50.5,50.6
2014-03-19,1205805,50.6,50.8,50.3,50.4
2014-03-20,2270985,50.1,50.3,49.9,50.1
2014-03-21,1533965,50.0,50.2,49.9,49.9
2014-03-24,1969566,49.8,49.85,49.05,49.85
2014-03-25,2592850,49.3,50.5,49.2,50.0
2014-03-26,1916489,50.3,50.4,49.6,49.95
2014-03-27,2272527,50.0,50.2,49.8,50.0
2014-03-28,1585685,49.95,50.4,49.65,50.3
2014-03-31,1835029,50.4,50.5,49.9,50.3
2014-04-01,2891734,50.3,50.3,49.75,50.0
2014-04-02,2434045,50.0,50.3,49.9,50.0
2014-04-03,1738631,50.0,50.1,49.8,49.95
2014-04-07,2802268,49.5,50.4,49.4,50.4
2014-04-08,2631833,50.4,50.4,49.6,49.65
2014-04-09,1096340,49.7,50.0,49.65,49.95
2014-04-10,1932752,50.4,50.4,49.6,50.0
2014-04-11,2987764,50.0,50.3,49.3,49.8
2014-04-14,1353115,49.7,49.75,49.4,49.45
2014-04-15,1386312,49.6,49.8,49.35,49.4
2014-04-16,1406412,49.45,49.6,49.2,49.2
2014-04-17,2201441,49.25,49.35,49.0,49.2
2014-04-18,1518079,49.6,49.6,49.1,49.4
2014-04-21,1588788,49.4,49.5,49.0,49.0
2014-04-22,2325217,49.0,49.45,48.85,49.0
2014-04-23,1683701,49.1,49.4,48.8,48.8
2014-04-24,1601488,48.8,49.1,48.8,49.1
2014-04-25,3583370,49.1,49.15,48.0,48.4
2014-04-28,2706103,48.0,48.2,47.5,47.7
2014-04-29,2040823,48.0,48.25,47.65,47.65
2014-04-30,3302136,47.65,47.75,46.9,46.9
2014-05-02,1347435,47.1,47.35,47.1,47.2
2014-05-05,1532098,47.8,47.8,47.3,47.7
2014-05-06,2211737,47.9,47.95,47.6,47.7
2014-05-07,4125197,47.65,47.65,46.75,46.8
2014-05-08,2642468,46.8,47.1,46.35,46.5
2014-05-09,2429337,46.45,46.7,46.25,46.4
2014-05-12,2978407,46.85,46.85,46.0,46.0
2014-05-13,3078574,46.1,46.5,45.5,45.55
2014-05-14,3689653,45.7,46.45,45.7,46.15
2014-05-15,3375526,46.05,46.65,46.0,46.5
2014-05-16,3292846,46.5,46.6,45.9,46.2
2014-05-19,3089490,46.25,46.6,46.0,46.5
2014-05-20,2147813,46.7,46.7,46.0,46.15
2014-05-21,2428820,45.95,46.05,45.55,45.6
2014-05-22,1974601,46.2,46.4,45.6,45.95
2014-05-23,2126832,45.95,46.5,45.95,46.5
2014-05-26,6230604,46.8,48.8,46.65,48.2
2014-05-27,2709621,48.5,48.6,47.7,47.8
2014-05-28,2514364,47.8,48.2,47.55,48.0
2014-05-29,1863047,48.0,48.05,47.65,47.8
2014-05-30,7160518,47.9,48.8,47.65,48.55
2014-06-03,2531772,48.4,48.55,48.0,48.3
2014-06-04,2938420,48.3,48.3,47.65,47.8
2014-06-05,2473752,48.1,48.3,47.15,47.5
2014-06-06,4967453,48.05,48.75,47.9,48.3
2014-06-09,2179842,48.3,48.65,48.05,48.05
2014-06-10,1818829,48.1,48.6,48.1,48.55
2014-06-11,2238909,48.65,48.8,48.05,48.1
2014-06-12,2742634,48.2,48.45,47.85,47.9
2014-06-13,2396860,47.9,47.9,47.55,47.7
2014-06-16,3020592,48.0,48.3,47.65,48.3
2014-06-17,2023979,48.4,48.6,48.0,48.1
2014-06-18,3772024,48.1,48.45,47.9,48.4
2014-06-19,3203296,48.4,48.65,48.1,48.3
2014-06-20,7186170,48.6,48.7,47.85,48.55
2014-06-23,2479775,48.7,48.7,48.2,48.5
2014-06-24,2726070,48.55,48.7,48.4,48.6
2014-06-25,1843723,48.4,48.4,48.0,48.1
2014-06-26,2810859,48.1,48.6,48.05,48.6
2014-06-27,1581064,48.6,48.8,48.5,48.5
2014-06-30,4172222,48.6,48.65,47.9,48.6
2014-07-01,2973556,48.6,48.6,48.15,48.2
2014-07-02,9459971,48.5,49.75,48.5,49.2
2014-07-03,2784868,49.5,49.55,48.85,48.85
2014-07-04,2034901,49.3,49.35,48.6,48.6
2014-07-07,2470545,48.9,49.25,48.55,48.8
2014-07-08,2062641,48.8,49.0,48.65,48.85
2014-07-09,1825349,49.0,49.1,48.65,48.95
2014-07-10,2490137,49.3,49.3,48.9,49.15
2014-07-11,2418929,49.5,49.55,48.55,48.6
2014-07-14,1780751,49.3,49.3,48.6,48.6
2014-07-15,1851716,49.0,49.05,48.5,48.75
2014-07-16,2537714,48.75,48.9,48.45,48.6
2014-07-17,2501567,48.6,49.0,48.0,48.1
2014-07-18,3096449,48.1,49.15,48.1,48.9
2014-07-21,1607568,49.0,49.1,48.55,48.7
2014-07-22,2037647,48.6,49.0,48.6,48.85
2014-07-24,1981335,48.85,48.85,48.5,48.65
2014-07-25,2018267,48.55,48.65,48.25,48.5
2014-07-28,2844750,48.5,48.95,48.3,48.9
2014-07-29,8015488,49.0,49.4,48.95,49.35
2014-07-30,5668192,48.95,49.3,48.6,49.25
2014-07-31,3569450,49.0,49.35,48.9,49.25
2014-08-01,1991638,48.5,48.95,48.45,48.55
2014-08-04,1289854,48.55,48.6,48.3,48.5
2014-08-05,2779293,48.4,48.4,47.85,47.9
2014-08-06,4722709,47.5,47.9,45.75,46.1
2014-08-07,1145274,46.1,46.7,46.1,46.5
2014-08-08,1455733,46.5,46.5,45.85,46.1
2014-08-11,1099448,46.5,46.55,46.2,46.45
2014-08-12,1196874,46.45,46.45,46.0,46.15
2014-08-13,1014219,46.4,46.7,46.25,46.65
2014-08-14,1245761,46.8,46.8,46.25,46.5
2014-08-15,811416,46.7,46.7,46.2,46.7
2014-08-18,1254914,46.85,46.85,46.1,46.1
2014-08-19,1103345,46.4,46.75,46.1,46.55
2014-08-20,892534,46.55,46.75,46.45,46.55
2014-08-21,1225596,46.8,47.2,46.6,47.0
2014-08-22,1599077,47.0,47.9,47.0,47.9
2014-08-25,1052002,48.1,48.15,47.7,47.75
2014-08-26,772203,48.0,48.25,47.8,47.95
2014-08-27,1611164,48.0,48.3,47.95,48.25
2014-08-28,806323,48.4,48.55,48.1,48.2
2014-08-29,1112726,48.2,48.25,48.0,48.0
2014-09-01,1483215,48.0,48.9,48.0,48.55
2014-09-02,1597843,48.8,48.85,48.4,48.4
2014-09-03,1036705,48.6,48.8,48.4,48.6
2014-09-04,625416,48.6,48.6,48.3,48.35
2014-09-05,1228026,48.35,48.35,47.65,47.7
2014-09-09,855545,48.0,48.05,47.75,48.0
2014-09-10,1335720,47.8,47.8,47.0,47.1
2014-09-11,965801,47.5,47.8,47.2,47.5
2014-09-12,967173,47.85,47.85,46.8,46.8
2014-09-15,463604,46.6,47.1,46.5,46.7
2014-09-16,961160,46.6,46.6,46.2,46.2
2014-09-17,1201946,46.25,46.85,46.2,46.4
2014-09-18,776905,46.5,46.7,46.35,46.7
2014-09-19,1278462,47.2,47.2,46.5,46.65
2014-09-22,1502621,46.6,46.6,45.8,46.1
2014-09-23,763581,46.2,46.25,46.0,46.05
2014-09-24,586416,46.0,46.3,46.0,46.05
2014-09-25,1073374,46.2,46.4,45.5,46.1
2014-09-26,576863,46.1,46.1,45.8,46.05
2014-09-29,1560720,46.4,46.4,45.75,45.8
2014-09-30,1621498,45.65,45.95,45.2,45.5
2014-10-01,1090787,45.4,45.55,45.2,45.25
2014-10-02,2213193,45.1,45.1,44.2,44.55
2014-10-03,1120495,44.6,45.2,44.6,45.1
2014-10-06,1384352,45.15,45.15,44.6,44.65
2014-10-07,791676,44.6,44.6,44.3,44.55
2014-10-08,1723649,44.4,45.0,44.3,44.6
2014-10-09,719563,44.65,45.0,44.55,44.7
2014-10-13,1008637,44.05,45.0,44.05,44.2
2014-10-14,1167045,44.3,44.55,44.05,44.55
2014-10-15,2018357,44.5,44.5,43.6,43.6
2014-10-16,2497573,43.45,43.45,42.3,42.35
2014-10-17,3205946,42.35,42.5,41.4,41.4
2014-10-20,1082710,42.4,42.5,41.9,42.1
2014-10-21,838578,42.1,42.15,41.8,42.15
2014-10-22,1038190,42.5,42.6,42.25,42.6
2014-10-23,430080,42.6,42.75,42.5,42.75
2014-10-24,911132,42.75,42.75,42.0,42.05
2014-10-27,663818,42.3,42.45,42.0,42.2
2014-10-28,1815235,42.65,43.95,42.65,43.6
2014-10-29,1119228,44.1,44.2,43.6,44.2
2014-10-30,574068,44.0,44.4,43.7,44.4
2014-10-31,931847,44.6,44.8,44.0,44.8
2014-11-03,1187029,44.95,44.95,44.6,44.8
2014-11-04,697703,44.8,44.8,44.25,44.3
2014-11-05,845128,44.45,44.7,44.0,44.5
2014-11-06,1074746,44.3,44.5,43.1,43.55
2014-11-07,410159,43.5,43.9,43.25,43.6
2014-11-10,1972418,43.95,45.15,43.95,45.1
2014-11-11,1943578,45.5,46.1,45.3,45.55
2014-11-12,1599873,45.4,45.4,44.05,44.05
2014-11-13,1164324,44.2,44.25,43.7,44.0
2014-11-14,841200,44.4,44.65,44.15,44.5
2014-11-17,1291253,45.0,45.1,44.05,44.25
2014-11-18,1816239,44.65,45.1,44.65,44.95
2014-11-19,2491450,45.0,45.75,44.6,45.6
2014-11-20,2238690,45.6,46.6,45.6,46.45
2014-11-21,2217796,46.8,46.9,46.45,46.75
2014-11-24,2594116,46.85,47.2,46.2,47.15
2014-11-25,2222215,47.0,47.15,46.5,46.5
2014-11-26,1817315,46.95,47.2,46.4,46.4
2014-11-27,1356430,46.5,46.7,46.25,46.4
2014-11-28,1797610,46.0,46.7,46.0,46.5
2014-12-01,1652862,45.3,46.45,45.3,46.05
2014-12-02,1611194,45.75,46.2,45.7,46.05
2014-12-03,2275640,46.4,47.2,46.05,47.05
2014-12-04,2615729,47.25,48.0,47.25,47.5
2014-12-05,1720329,47.5,47.65,47.05,47.4
2014-12-08,1378834,47.4,47.6,47.4,47.6
2014-12-09,801426,47.0,47.45,46.85,46.9
2014-12-10,1966267,46.9,47.2,46.2,46.6
2014-12-11,1426904,46.3,47.0,46.3,46.9
2014-12-12,1438778,46.3,47.05,46.1,46.5
2014-12-15,2987999,46.2,46.2,45.45,45.5
2014-12-16,2098294,45.5,46.35,45.5,46.0
2014-12-17,1733934,46.0,46.3,45.4,45.4
2014-12-18,1544741,45.95,46.0,45.4,45.65
2014-12-19,2131253,45.8,46.0,45.0,45.45
2014-12-22,1847621,45.4,45.95,45.2,45.3
2014-12-23,1572787,45.55,45.7,45.1,45.1
2014-12-24,2544072,45.1,45.45,45.1,45.2
2014-12-25,3426167,45.45,46.6,45.45,46.0
2014-12-26,1907594,46.5,46.6,46.0,46.5
2014-12-27,288846,46.5,46.65,46.2,46.4
2014-12-29,1323195,46.4,46.9,46.3,46.7
2014-12-30,1257795,46.7,46.9,46.25,46.45
2014-12-31,1864692,46.3,46.8,45.9,46.5
2015-01-05,957995,46.4,46.4,46.0,46.1
2015-01-06,2082251,46.0,46.0,45.2,45.2
2015-01-07,1324457,45.5,45.7,45.2,45.4
2015-01-08,1519695,45.9,46.45,45.5,46.4
2015-01-09,1243283,46.7,46.7,46.25,46.25
2015-01-12,970049,46.25,46.6,46.05,46.2
2015-01-13,1373179,46.2,46.55,46.2,46.4
2015-01-14,1614498,46.65,46.65,46.35,46.4
2015-01-15,1874626,46.6,46.7,46.5,46.5
2015-01-16,1567602,46.5,46.6,45.85,46.15
2015-01-19,1157282,46.2,46.5,45.75,45.85
2015-01-20,1227088,46.0,46.15,45.85,46.05
2015-01-21,839508,46.0,46.3,45.95,46.1
2015-01-22,1686127,46.0,46.35,45.95,46.05
2015-01-23,1396237,46.1,46.35,46.05,46.25
2015-01-26,1049395,46.35,46.4,46.0,46.3
2015-01-27,1192621,46.65,46.65,46.2,46.35
2015-01-28,843630,46.2,46.3,46.15,46.2
2015-01-29,1167062,46.2,46.3,45.8,46.2
2015-01-30,1413029,46.3,46.45,46.15,46.2
2015-02-02,690156,46.3,46.5,46.0,46.25
2015-02-03,545156,46.45,46.45,46.05,46.1
2015-02-04,1308210,46.15,46.45,46.0,46.15
2015-02-05,2451289,46.25,46.25,45.3,45.85
2015-02-06,1560789,45.95,46.0,45.4,45.5
2015-02-09,1720179,45.5,45.5,45.1,45.45
2015-02-10,1986048,45.3,45.6,44.9,44.9
2015-02-11,1984934,45.6,45.75,44.95,45.0
2015-02-12,1324516,45.1,45.3,45.0,45.05
2015-02-13,1139643,45.0,45.35,45.0,45.1
2015-02-24,2315437,45.2,45.45,44.95,45.45
2015-02-25,2406142,45.55,45.6,44.9,45.0
2015-02-26,2908469,45.0,45.3,44.65,44.9
2015-03-02,2793529,45.2,45.3,44.3,44.5
2015-03-03,3075018,44.6,44.75,43.85,43.9
2015-03-04,4752989,43.9,44.2,43.25,43.5
2015-03-05,2452359,43.7,44.2,43.4,44.05
2015-03-06,4024750,44.3,45.1,44.3,44.85
2015-03-09,1842834,44.5,45.05,44.3,45.0
2015-03-10,1812073,45.0,45.0,44.25,44.25
2015-03-11,1405707,44.15,44.6,44.0,44.35
2015-03-12,932032,44.85,44.85,44.1,44.5
2015-03-13,683684,44.35,44.65,44.15,44.15
2015-03-16,1035426,44.0,44.4,43.95,43.95
2015-03-17,1582386,44.05,44.6,43.85,44.0
2015-03-18,1352189,44.0,44.2,43.85,43.9
2015-03-19,2365156,44.4,44.95,43.95,44.65
2015-03-20,1685664,44.65,44.65,44.2,44.4
2015-03-23,817092,44.4,44.4,44.05,44.05
2015-03-24,1413768,44.05,44.45,43.9,44.3
2015-03-25,968678,44.3,44.3,43.95,44.0
2015-03-26,1304015,43.7,44.1,43.65,43.85
2015-03-27,1196921,43.85,43.9,43.55,43.55
2015-03-30,2160567,43.5,43.55,42.85,42.9
2015-03-31,2142418,43.1,43.2,42.7,42.75
2015-04-01,2483641,42.75,42.75,42.2,42.35
2015-04-02,2587040,42.35,42.9,42.05,42.15
2015-04-07,4122534,42.35,42.5,41.45,41.75
2015-04-08,2845074,41.75,41.95,41.3,41.45
2015-04-09,1536416,42.1,42.1,41.65,41.75
2015-04-10,2571462,41.85,42.0,41.2,41.3
2015-04-13,2227107,41.3,41.55,41.1,41.45
2015-04-14,1532528,41.5,42.0,41.5,41.7
2015-04-15,2563858,41.7,41.7,41.0,41.15
2015-04-16,1426757,41.2,41.35,41.05,41.25
2015-04-17,2308405,41.4,41.4,40.6,40.6
2015-04-20,3014706,40.25,40.25,39.4,40.2
2015-04-21,1800600,40.4,40.45,39.8,40.15
2015-04-22,2130248,40.2,40.25,39.8,39.95
2015-04-23,3237515,40.0,41.5,39.95,41.15
2015-04-24,2343231,41.2,41.7,41.0,41.5
2015-04-27,1949723,41.6,41.7,41.15,41.55
2015-04-28,1622806,41.6,41.6,40.8,41.15
2015-04-29,1744228,41.3,41.6,41.1,41.25
2015-04-30,3149939,41.4,41.4,40.05,40.05
2015-05-04,922614,40.5,40.5,40.1,40.15
2015-05-05,760074,40.3,40.5,40.15,40.35
2015-05-06,1169484,40.3,40.6,40.05,40.2
2015-05-07,1432606,40.2,40.75,40.0,40.65
2015-05-08,1372331,40.7,40.75,40.2,40.45
2015-05-11,1402282,40.65,40.7,39.65,39.65
